Title,Conference,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49
"A theory of weak bisimulation for core CML - Tyng-Ruey Chuang Wen L. Hwang","ICFP 1996",0.0289783694,222.4246220395,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,1.7810423519,1.1308716670,0.0289783694,0.0289783694,0.0289783694,0.0289783694,29.2062330089,0.0289783694,0.0289783694,0.0289783694,19.6231654938,4.3851223500,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,2.6517916748,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694
"Functional back-ends within the lambda-sigma calculus - Amr Sabry Philip Wadler","ICFP 1996",61.0870045166,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,7.1034713657,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,30.8964592260,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694
"A provable time and space efficient implementation of NESL - William Ferreira Matthew Hennessy Alan Jeffrey","ICFP 1996",0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,9.4649413351,0.0289783694,0.0289783694,0.0289783694,5.0463506371,9.4929421045,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,9.6761823134,3.4644754570,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694
"Synchronous Kahn networks - Guy E. Blelloch John Greiner","ICFP 1996",0.0289783694,0.0289783694,0.0289783694,4.7360615205,0.0289783694,0.0289783694,0.0289783694,34.8212822394,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,27.7376447621,0.0289783694,0.0289783694,0.0289783694,23.0387875001,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,2.1989649167,0.0289783694,1.8921021912,0.0289783694,0.0289783694,0.0289783694,1.3575115044,0.0289783694,0.0289783694,0.0289783694,1.5485614058,2.2694214990,2.6894461550,0.0289783694,0.0289783694,0.0289783694,0.0289783694
"Enriching the lambda calculus with contexts: toward a theory of incremental program construction - Paul Caspi Marc Pouzet","ICFP 1996",3.9563901637,28.0464257479,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,10.7372898832,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,1.8978441018,0.0289783694,0.0289783694,8.1825555995,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,11.3533647203,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694
"Sharing code through first-class environments - Shinn-Der Lee Daniel P. Friedman","ICFP 1996",0.0289783694,0.0289783694,0.0289783694,0.0289783694,1.4944202415,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,21.9567597327,5.3206677046,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,24.3440657988,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694
"Mixin modules - Christian Queinnec David de Roure","ICFP 1996",0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,10.1386218063,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,19.0147788474,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,5.5805967844,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,10.3819160396,0.0289783694,0.0289783694,0.0289783694
"Lag, drag, void and use—heap profiling and space-efficient compilation revisited - Thérèse Hardin Luc Maranget Bruno Pagano","ICFP 1996",0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,2.9005723313,2.0296935438,0.0289783694,0.0289783694,0.0289783694,1.7036098929,0.0289783694,0.0289783694,56.9262452137,0.0289783694,0.0289783694,1.5376037936,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,27.8303572139,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,1.5639037587,0.0289783694,1.5554307483,3.2133888286,0.0289783694,0.0289783694,0.0289783694
"Static and dynamic partitioning of pointers as links and threads - Niklas Röjemo Colin Runciman","ICFP 1996",0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,31.6700771882,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,1.3878795506,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694
"Storage use analysis and its applications - David S. Wise Joshua Walgenbach","ICFP 1996",0.0289783694,27.8284476464,11.1796510473,0.0289783694,0.0289783694,26.8332134448,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,7.3041386407,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,9.3292612096,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,12.8670132597,136.8488086938,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,3.0412930130,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694
"The role of lazy evaluation in amortized data structures - Manuel Serrano Marc Feeley","ICFP 1996",0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,24.7877965240,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,1.2701602148,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694
"Deriving structural hylomorphisms from recursive definitions - Chris Okasaki","ICFP 1996",0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,60.6567524613,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,1.4012042776,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694
"Analysis and caching of dependencies - Zhenjiang Hu Hideya Iwasaki Masato Takeichi","ICFP 1996",0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,53.5027200730,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,6.0250440229,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,1.5591710124,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694
"Optimality and inefficiency: what isn't a cost model of the lambda calculus? - Martín Abadi Butler Lampson Jean-Jacques Lévy","ICFP 1996",0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,13.8407916291,0.0289783694,0.0289783694,0.0289783694,27.8766730770,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,5.2576459492,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,7.4329075475,3.7368736444,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694
"Strongly typed flow-directed representation transformations (extended abstract) - Anindya Banerjee","ICFP 1997",0.0289783694,0.0289783694,4.7670340426,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,1.4540616148,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,6.5594001311,0.0289783694,0.0289783694,0.0289783694,119.3354176891,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694
"Foundations for the implementation of higher-order subtyping - Matthias Blume Andrew W. Appel","ICFP 1997",0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,70.2533434440,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,2.6190814198,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,6.2145102445,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694
"A practical subtyping system for Erlang - Karl Crary","ICFP 1997",0.0289783694,10.9474898774,0.0289783694,0.0289783694,0.0289783694,27.4847887752,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,5.6546564557,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694
"On the complexity of set-based analysis - Simon Marlow Philip Wadler","ICFP 1997",0.0289783694,0.0289783694,4.5059541310,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,22.8751425392,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,5.3709915945,1.8536853056,7.5391182767,0.0289783694,0.0289783694,0.0289783694
"Tupling calculation eliminates multiple data traversals - Nevin Heintze David McAllester","ICFP 1997",0.0289783694,0.0289783694,0.0289783694,1.9092968049,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,2.0617986353,0.0289783694,0.0289783694,20.6662035022,0.0289783694,0.0289783694,0.0289783694,0.0289783694,4.6140929635,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,10.1434836722,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,1.8305402309,0.0289783694,0.0289783694,0.0289783694,4.4361206315,0.0289783694,2.5702905149,0.0289783694,0.0289783694,0.0289783694
"A bounds inference method for vector-based memoization - Zhenjiang Hu Hideya Iwasaki Masato Takeichi Akihiko Takano","ICFP 1997",0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,29.6373300414,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,5.4206266974,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694
"On global dynamics of optimal graph reduction - Wei-Ngan Chin Masami Hagiya","ICFP 1997",0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,20.9323357104,0.0289783694,0.0289783694,0.0289783694,9.9430596415,2.3183332274,0.0289783694,0.0289783694,0.0289783694,18.8161052608,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,3.5105185155,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,12.2626404178,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,1.4198558124,0.0289783694,0.0289783694,0.0289783694
"The development of Erlang - Julia L. Lawall Harry G. Mairson","ICFP 1997",0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,3.3560499366,16.2515122441,0.0289783694,0.0289783694,27.5660183703,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,11.9423329266,0.0289783694,0.0289783694,0.0289783694
"Type specialisation for imperative languages - Joe Armstrong","ICFP 1997",0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,5.5728542093,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,1.5054357387,0.0289783694,1.3043379633,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,34.3133835560,0.0289783694,8.2865069795,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,9.1913517698,0.0289783694
"Compositional references for stateful functional programming - Dirk Dussart John Hughes Peter Thiemann","ICFP 1997",0.0289783694,7.9175727745,3.9291537136,0.0289783694,0.0289783694,34.7772038538,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,4.4919831356,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694,0.0289783694
