Title,Conference,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50,Topic 51,Topic 52,Topic 53,Topic 54,Topic 55,Topic 56,Topic 57,Topic 58,Topic 59,Topic 60,Topic 61,Topic 62,Topic 63,Topic 64,Topic 65,Topic 66,Topic 67,Topic 68,Topic 69,Topic 70,Topic 71,Topic 72,Topic 73,Topic 74
"Syntactic control of interference for separation logic - Matko Botincan Mike Dodds Suresh Jagannathan","POPL 2012",0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.6411714077,0.0346371867,1.3398104351,0.0346371867,0.0346371867,12.9984441831,4.7237916862,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.0801738908,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,18.6181219908,0.0346371867,0.0346371867,0.0346371867,36.0282485371,5.8473353629,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867
"Canonicity for 2-dimensional type theory - Uday S. Reddy John C. Reynolds","POPL 2012",0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,4.8046107054,0.0346371867,0.0346371867,40.3935465437,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,25.5373434367,0.0346371867,0.0346371867,0.0346371867,6.3935983507,0.0346371867,0.0346371867,0.0346371867,32.6288546573,1.4498694265,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867
"Algebraic foundations for effect-dependent optimisations - Daniel R. Licata Robert Harper","POPL 2012",0.0346371867,0.0346371867,0.0346371867,1.2242301542,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.3440912625,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,129.0649526889,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.2368532882,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.8281736310,0.0346371867,0.0346371867,0.0346371867,0.0346371867,2.3943622202,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.4589242451,0.0346371867,3.7255100037,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867
"On the power of coercion abstraction - Ohad Kammar Gordon D. Plotkin","POPL 2012",0.0346371867,0.0346371867,0.0346371867,4.1664475618,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,25.0518887783,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,14.1538946185,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,10.5396666309,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,2.4173982142,0.0346371867,0.0346371867,0.0346371867,3.3895814006,2.7293421516,0.0346371867,6.8288781379,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867
"Abstractions from tests - Julien Cretin Didier Rémy","POPL 2012",0.0346371867,0.0346371867,0.0346371867,0.0346371867,5.3725538530,0.0346371867,0.0346371867,0.0346371867,1.4736396823,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,26.9448092444,0.0346371867,3.5333972707,0.0346371867,0.0346371867,0.0346371867,0.0346371867,4.0988656633,0.0346371867,0.0346371867,25.9060475842,1.5004473491,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,3.3475794232,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.5461466904,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,5.6228851065,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867
"Higher-order functional reactive programming in bounded space - Philippa Anne Gardner Sergio Maffeis Gareth David Smith","POPL 2012",0.0346371867,0.0346371867,0.0346371867,4.8363386867,0.0346371867,0.0346371867,0.0346371867,5.8596499804,4.1489752990,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,7.6760652383,0.0346371867,0.0346371867,0.0346371867,0.0346371867,43.8223692683,0.0346371867,1.4108722577,12.0198017726,0.0346371867,0.0346371867,0.0346371867,0.0346371867,2.5099727641,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,10.0128914287,0.0346371867,0.0346371867,0.0346371867,2.2973164990,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.2226143253,0.0346371867,0.0346371867,0.0346371867,5.3450657449,0.0346371867,0.0346371867,0.0346371867,1.2883501623,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867
"Sound predictive race detection in polynomial time - Mayur Naik Hongseok Yang Ghila Castelnuovo Mooly Sagiv","POPL 2012",0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,2.4873299391,0.0346371867,0.0346371867,3.6268492512,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.3357034855,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,39.7781012755,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,8.1174832445,0.0346371867,0.0346371867,5.3593720977,0.0346371867,0.0346371867,0.0346371867,0.0346371867,16.3627295876,0.0346371867,0.0346371867,1.2095286125,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867
"Towards nominal computation - Yannis Smaragdakis Jacob Evans Caitlin Sadowski Jaeheon Yi Cormac Flanagan","POPL 2012",0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,14.7936307217,3.3813229223,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.9294593130,0.0346371867,0.0346371867,3.0856134838,0.0346371867,0.0346371867,2.9901928730,0.0346371867,0.0346371867,0.0346371867,7.8916420706,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,5.6446855196,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,5.5140887235,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.0810990529,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867
"Programming with binders and indexed data-types - Mikolaj Bojanczyk Laurent Braud Bartek Klin Slawomir Lasota","POPL 2012",0.0346371867,0.0346371867,0.0346371867,6.3334854483,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.4482165557,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,6.5947878831,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.1619597051,0.0346371867,0.0346371867,4.5248374426,0.0346371867,0.0346371867,1.1862262038,0.0346371867,40.2413842466,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,4.3687223452,0.0346371867,0.0346371867,4.2203864820,0.0346371867,0.0346371867,2.2999552586,0.0346371867,1.0868163535,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.9488683162,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867
"Meta-level features in an industrial-strength theorem prover - Andrew Cave Brigitte Pientka","POPL 2012",0.0346371867,0.0346371867,0.0346371867,15.6983620096,0.0346371867,0.0346371867,1.3931375677,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,2.0191780763,24.7596720986,0.0346371867,0.0346371867,0.0346371867,0.0346371867,28.3814261175,0.0346371867,8.4236132074,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.8594546062,14.7129129476,4.6190086682,0.0346371867,0.0346371867,13.6049903353,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,5.8027198762,1.0886110915,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,17.7648496665,0.0346371867,0.0346371867,0.0346371867,0.0346371867,2.3094629959,0.0346371867,0.0346371867,0.0346371867,0.0346371867,3.0821585363,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867
"Formalizing the LLVM intermediate representation for verified program transformations - J. Strother Moore","POPL 2012",0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,9.9672175237,0.0346371867,13.0044847573,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,36.8369318519,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.3835365445,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,2.9810152561,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867
"Randomized accuracy-aware program transformations for efficient approximate computations - Jianzhou Zhao Santosh Nagarakatte Milo M.K. Martin Steve Zdancewic","POPL 2012",0.0346371867,0.0346371867,0.0346371867,13.1523905252,0.0346371867,0.0346371867,0.0346371867,1.0682021500,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,9.4356077305,11.4208795391,0.0346371867,10.4660591065,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,19.3568921763,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,17.5837914476,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.1868587497,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,2.6160111595,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.0596792827,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867
"A rely-guarantee-based simulation for verifying concurrent program transformations - Zeyuan Allen Zhu Sasa Misailovic Jonathan A. Kelner Martin Rinard","POPL 2012",0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.5508215225,0.0346371867,0.0346371867,105.8627451531,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.2510629284,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.4739191428,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867
"A unified approach to fully lazy sharing - Hongjin Liang Xinyu Feng Ming Fu","POPL 2012",0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,4.3900318717,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,5.4700199896,0.0346371867,2.4744001215,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,3.2833523804,0.0346371867,0.0346371867,0.0346371867,2.6483071181,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.8122754391,0.0346371867,3.3281390264,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,3.1555218392,1.1906021637,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,3.8241161556,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.1239162463,0.0346371867,2.7292199750,2.1172208875,2.3064110657,0.0346371867,9.8529021687,0.0346371867,0.0346371867,0.0346371867,0.0346371867,4.8477585390,0.0346371867,0.0346371867,0.0346371867,0.0346371867
"The ins and outs of gradual type inference - Thibaut Balabonski","POPL 2012",0.0346371867,0.0346371867,3.4889856421,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,5.3665090792,0.0346371867,0.0346371867,0.0346371867,3.5849206624,12.6145433746,0.0346371867,0.0346371867,0.0346371867,1.2468988363,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,27.9059655257,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867
"Edit lenses - Aseem Rastogi Avik Chaudhuri Basil Hosmer","POPL 2012",0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,22.8595950331,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,4.8704648690,0.0346371867,0.0346371867,0.0346371867,0.0346371867,5.8607114246,0.0346371867,0.0346371867,0.0346371867,1.4915152209,3.9695205217,0.0346371867,0.0346371867,44.2792147564,0.0346371867,0.0346371867,0.0346371867,0.0346371867,7.2369106231,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.1138219188,0.0346371867,0.0346371867,0.0346371867,1.4998164470,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,44.2792147564,0.0346371867,3.9202234829
"The marriage of bisimulations and Kripke logical relations - Neelakantan R. Krishnaswami Nick Benton Jan Hoffmann","POPL 2012",0.0346371867,0.0346371867,0.0346371867,4.9984542945,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.0857502091,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.3254253566,0.0346371867,0.0346371867,7.3823424028,0.0346371867,0.0346371867,0.0346371867,1.2244035144,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,5.5111202333,0.0346371867,0.0346371867,0.0346371867,0.0346371867,10.2230813887,9.7893327437,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,6.1788693255,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.2533117729,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,5.5111202333,0.0346371867,15.9324347659
"Clarifying and compiling C/C++ concurrency: from C++11 to POWER - Martin Hofmann Benjamin Pierce Daniel Wagner","POPL 2012",0.0346371867,0.0346371867,0.0346371867,10.3237057794,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,3.4065824951,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,5.8218829725,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,13.0036922255,1.1591305875,6.0652990321,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.2218125306,0.0346371867,0.0346371867,1.2694863717,0.0346371867,1.2246742171,0.0346371867,0.0346371867,0.0346371867,13.8069869341,82.7690381968,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.2247827389,0.0346371867,0.0346371867,0.0346371867,4.2543472680,0.0346371867,0.0346371867,0.0346371867,0.0346371867,13.9334992649,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867
"A mechanized semantics for C++ object construction and destruction, with applications to resource management - Mark Batty Kayvan Memarian Scott Owens Susmit Sarkar Peter Sewell","POPL 2012",0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,5.6557740609,0.0346371867,0.0346371867,0.0346371867,0.0346371867,4.2696410568,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.1277145178,0.0346371867,0.0346371867,1.2120214601,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.4467102265,0.0346371867,0.0346371867,0.0346371867,1.1600767489,59.9376293596,0.0346371867,0.0346371867,0.0346371867,7.4675300631,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867
"An executable formal semantics of C with applications - Tahina Ramananandro Gabriel Dos Reis Xavier Leroy","POPL 2012",0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,2.7922352136,0.0346371867,0.0346371867,1.2765898002,0.0346371867,0.0346371867,27.2484617546,0.0346371867,0.0346371867,0.0346371867,6.1332428644,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.5823225512,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,29.3096568317,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,3.6319408979,0.0346371867,0.0346371867,0.0346371867,17.0717166495,2.7787962374,0.0346371867,1.2296856755,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.3263605779,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867
"A type theory for probability density functions - Chucky Ellison Grigore Rosu","POPL 2012",0.0346371867,0.0346371867,0.0346371867,3.5961947191,0.0346371867,0.0346371867,0.0346371867,1.2054202976,1.4754350458,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.4449860579,0.0346371867,0.0346371867,0.0346371867,7.1944471408,5.5610744343,0.0346371867,0.0346371867,0.0346371867,0.0346371867,4.2398628736,0.0346371867,0.0346371867,11.1210965154,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,14.7926103138,0.0346371867,0.0346371867,0.0346371867,0.0346371867,10.0343035101,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,8.3717669271,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,3.4593266869,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,5.9537589050,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867
"A type system for borrowing permissions - Sooraj Bhat Ashish Agarwal Richard Vuduc Alexander Gray","POPL 2012",0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,96.4153699473,0.0346371867,0.0346371867,0.0346371867,0.0346371867,3.8091840130,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,3.8225190305,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,4.2655916453,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.2408417021,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,2.6543167820,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867
"Self-certification: bootstrapping certified typecheckers in F* with Coq - Karl Naden Robert Bocchino Jonathan Aldrich Kevin Bierhoff","POPL 2012",0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.8123869474,0.0346371867,0.0346371867,1.1953664510,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,5.0857682188,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,1.0666425226,11.1594151358,0.0346371867,1.4782723888,0.0346371867,0.0346371867,0.0346371867,30.4446086427,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867,0.0346371867
