Year,FPCA # of papers,FPCA Topic 0,FPCA Topic 1,FPCA Topic 2,FPCA Topic 3,FPCA Topic 4,FPCA Topic 5,FPCA Topic 6,FPCA Topic 7,FPCA Topic 8,FPCA Topic 9,ICFP # of papers,ICFP Topic 0,ICFP Topic 1,ICFP Topic 2,ICFP Topic 3,ICFP Topic 4,ICFP Topic 5,ICFP Topic 6,ICFP Topic 7,ICFP Topic 8,ICFP Topic 9,ICFPEE # of papers,ICFPEE Topic 0,ICFPEE Topic 1,ICFPEE Topic 2,ICFPEE Topic 3,ICFPEE Topic 4,ICFPEE Topic 5,ICFPEE Topic 6,ICFPEE Topic 7,ICFPEE Topic 8,ICFPEE Topic 9,LFP # of papers,LFP Topic 0,LFP Topic 1,LFP Topic 2,LFP Topic 3,LFP Topic 4,LFP Topic 5,LFP Topic 6,LFP Topic 7,LFP Topic 8,LFP Topic 9,OOPSLA # of papers,OOPSLA Topic 0,OOPSLA Topic 1,OOPSLA Topic 2,OOPSLA Topic 3,OOPSLA Topic 4,OOPSLA Topic 5,OOPSLA Topic 6,OOPSLA Topic 7,OOPSLA Topic 8,OOPSLA Topic 9,OOPSLA98ADDEND # of papers,OOPSLA98ADDEND Topic 0,OOPSLA98ADDEND Topic 1,OOPSLA98ADDEND Topic 2,OOPSLA98ADDEND Topic 3,OOPSLA98ADDEND Topic 4,OOPSLA98ADDEND Topic 5,OOPSLA98ADDEND Topic 6,OOPSLA98ADDEND Topic 7,OOPSLA98ADDEND Topic 8,OOPSLA98ADDEND Topic 9,OOPSLACOMPANION # of papers,OOPSLACOMPANION Topic 0,OOPSLACOMPANION Topic 1,OOPSLACOMPANION Topic 2,OOPSLACOMPANION Topic 3,OOPSLACOMPANION Topic 4,OOPSLACOMPANION Topic 5,OOPSLACOMPANION Topic 6,OOPSLACOMPANION Topic 7,OOPSLACOMPANION Topic 8,OOPSLACOMPANION Topic 9,OOPSLAECOOP # of papers,OOPSLAECOOP Topic 0,OOPSLAECOOP Topic 1,OOPSLAECOOP Topic 2,OOPSLAECOOP Topic 3,OOPSLAECOOP Topic 4,OOPSLAECOOP Topic 5,OOPSLAECOOP Topic 6,OOPSLAECOOP Topic 7,OOPSLAECOOP Topic 8,OOPSLAECOOP Topic 9,PLDI # of papers,PLDI Topic 0,PLDI Topic 1,PLDI Topic 2,PLDI Topic 3,PLDI Topic 4,PLDI Topic 5,PLDI Topic 6,PLDI Topic 7,PLDI Topic 8,PLDI Topic 9,POPL # of papers,POPL Topic 0,POPL Topic 1,POPL Topic 2,POPL Topic 3,POPL Topic 4,POPL Topic 5,POPL Topic 6,POPL Topic 7,POPL Topic 8,POPL Topic 9
1988,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,33,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,30,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0,,,,,,,,,,,0,,,,,,,,,,,61,17.5373515661,455.320766089,39.7091537366,37.9944705561,2.55879884245,39.7091537366,39.7091537366,15.5711362714,161.665593763,44.9579209685,33,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,28,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512
1989,31,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,46,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,31,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,30,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512
2014,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,55,717.944891085,105.276854409,18.906410849,253.731762195,2646.29212582,18.906410849,18.906410849,1655.32026663,250.8595809,115.266580009
2011,0,,,,,,,,,,,40,1010.87820382,221.238620234,25.7635144536,821.44759384,2407.79079183,25.7635144536,25.7635144536,206.478371643,268.735455262,56.8108045158,0,,,,,,,,,,,0,,,,,,,,,,,62,1130.94859492,534.404384625,17.4144451708,96.7347374471,612.039984626,17.4144451708,17.4144451708,842.691382688,1954.83319474,504.834447378,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,55,479.5716345,220.806588607,4.0680269021,11.5043953411,611.323275065,4.0680269021,4.0680269021,1854.31630859,1477.7389141,873.18246033,52,324.29264227,141.341150433,4.99789912601,126.099105296,2015.54173607,4.99789912601,4.99789912601,1730.21981092,860.10435098,322.389429622
2010,0,,,,,,,,,,,36,1206.66956026,237.127514924,5.61964690072,429.998832495,2308.80359211,5.61964690072,5.61964690072,207.542376867,92.349105762,163.364905831,34,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0,,,,,,,,,,,63,1132.26389325,1429.95550624,18.1148491232,18.6938134664,534.837183946,18.1148491232,18.1148491232,673.500281622,1482.43319203,276.063395151,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,42,746.177032073,133.91137053,10.2626212098,24.7904238162,600.124677191,10.2626212098,10.2626212098,1069.30164295,2083.47109811,686.980085735,41,298.389881232,155.746931347,19.0003437697,116.876935982,2611.07003069,19.0003437697,19.0003437697,1497.09414954,466.26518526,341.271361103
2013,0,,,,,,,,,,,42,1104.63627357,116.967424764,19.997496113,442.004761673,2388.76496774,19.997496113,19.997496113,348.574946464,171.579257564,325.857407254,0,,,,,,,,,,,0,,,,,,,,,,,50,893.387317695,688.092480834,21.5599833941,38.431585199,426.175776861,21.5599833941,21.5599833941,1580.89075861,2411.17690906,383.045606068,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,48,866.467763763,231.27017771,0.0520384528792,47.5506422699,790.372261485,0.0520384528792,0.0520384528792,1718.45277655,1038.52008269,699.188898012,48,434.416712517,135.117858955,24.3537412575,216.39691385,2642.48220459,24.3537412575,24.3537412575,1435.8569601,523.818383648,201.536793747
2012,0,,,,,,,,,,,35,816.674155662,64.8965299994,12.7140866394,373.613092724,1550.35595552,12.7140866394,12.7140866394,204.169761138,181.002733264,193.780181997,0,,,,,,,,,,,0,,,,,,,,,,,59,1116.41972216,686.524832114,17.9121872719,28.0433518195,799.92366642,17.9121872719,17.9121872719,1213.04602556,1997.62635825,578.97952739,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,48,693.18014444,146.370467132,3.79284308296,16.46300763,385.309097033,3.79284308296,3.79284308296,1495.41044335,1684.28181626,1014.08521276,48,708.217456042,176.14662725,5.5829136381,87.5934876575,2726.56388975,5.5829136381,5.5829136381,1167.22107195,581.592225423,92.2077188607
2005,0,,,,,,,,,,,29,1143.4852386,97.6687261842,0.0520384526379,1332.93642232,1808.34099969,0.0520384526379,0.0520384526379,154.650305346,467.387002317,70.2404022783,0,,,,,,,,,,,0,,,,,,,,,,,122,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,29,851.426688688,347.769954707,0.0520384527069,118.647448921,364.316444685,0.0520384527069,0.0520384527069,704.58194817,1230.15681686,1569.63738092,31,160.563826366,219.077401896,24.1842280412,270.526262694,2095.79616847,24.1842280412,24.1842280412,1569.64141901,629.831405708,62.4989581778
1991,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,29,13.312184894,1420.29883966,18.8124376145,181.521519835,30.9772607122,18.8124376145,18.8124376145,124.931580014,195.070768661,50.2467799617,0,,,,,,,,,,,0,,,,,,,,,,,24,27.2982690914,200.711908744,25.4649522933,11.4670196784,5.78507524748,25.4649522933,25.4649522933,10.6045475058,64.1281033327,25.9639373663,28,130.391425628,96.5469093946,0.351742236711,881.934583893,4.11746241875,0.351742236711,0.351742236711,393.762433575,344.732444748,1880.76561243,31,295.806717968,183.839772053,26.5080666583,1812.28523433,212.240118676,26.5080666583,26.5080666583,534.958673281,27.8335633368,252.064362957
1990,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,32,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,33,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,29,0.0520384512793,0.293790520021,0.0520384512966,1.75461098077,0.0520384512793,0.0520384512966,0.0520384512966,0.685267021266,0.0520384512655,11.6468990753,31,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512
1993,33,349.883847555,79.2942086158,34.5531973911,1712.68874835,29.6510661234,34.5531973911,34.5531973911,98.5359728637,245.851663831,494.561345609,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,40,3.36682761412,1235.11175852,19.3872848598,20.4913331616,4.29886310999,19.3872848598,19.3872848598,21.5507008837,13.2175719637,14.5214746797,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,29,374.413639923,33.6619661973,0.0520384529862,307.037636697,0.0520384534103,0.0520384529862,0.0520384529862,493.701846012,428.781213944,2114.95730724,43,116.432698814,104.233180729,15.2919940379,1686.265953,107.479156643,15.2919940379,15.2919940379,480.429627996,88.0287141582,487.658791991
1992,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,33,613.251791276,49.024561288,17.2495484649,1861.04046515,33.5210389614,17.2495484649,17.2495484649,134.464436204,370.180565846,332.652516753,120,4.8438927494,528.437476615,0.429091735727,5.4543966228,1.39667696096,0.429091735727,0.429091735727,4.47298649095,8.24416738803,7.61684581062,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,30,189.514946187,91.1988850916,0.73062617718,436.794358295,4.01113105623,0.73062617718,0.73062617718,511.166335484,305.269364239,1877.80681896,31,265.848479194,84.1057965333,7.83817475333,2154.10209142,156.563196344,7.83817475333,7.83817475333,553.938548351,290.616682691,204.314936683
1995,30,231.370897017,39.9409724145,43.289012771,2495.3002904,129.199940463,43.289012771,43.289012771,65.7856273474,166.414984266,544.207300956,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,40,64.1122488535,1352.79457129,35.424234173,34.6350203473,4.99370075799,35.424234173,35.424234173,21.2173361552,30.3054279253,35.3643766597,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,28,182.072294617,80.2452519435,0.0520384531286,335.024272789,5.83757234557,0.0520384531286,0.0520384531286,646.875112594,263.671553875,2599.88821099,35,124.398972743,132.790793784,2.25093839309,2047.80595643,305.175483274,2.25093839309,2.25093839309,922.160583452,158.948289139,447.058919085
1994,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,30,571.793354963,226.463458617,0.0520384529933,1937.95784017,15.1846301046,0.0520384529933,0.0520384529933,105.442092349,567.310062454,636.646163828,37,32.7882646001,1215.72814774,12.2116543906,17.9566405645,1.56074165646,12.2116543906,12.2116543906,21.2405110097,120.220290695,39.9313656138,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,30,180.089744054,68.2226388095,0.153479343267,645.402802748,2.38696883158,0.153479343267,0.153479343267,835.868235205,290.472147151,2059.58407635,39,83.2512483831,136.688373459,0.0520384531974,2317.68528335,267.22589905,0.0520384531974,0.0520384531974,437.829156696,198.511353435,433.403724007
1979,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,27,15.7935689987,54.6970410761,61.6752956619,1250.08418052,185.084587954,61.6752956619,61.6752956619,973.311233685,54.4885715342,256.627906355
1978,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,27,202.698684347,97.4412425181,113.914628873,1221.8771414,67.4027659704,113.914628873,113.914628873,875.590891073,17.4476979472,304.02177834
1977,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,25,19.2218120253,169.681879842,134.163372066,937.733186601,139.976314893,134.163372066,134.163372066,818.49839619,68.9256826852,541.992996078
1976,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,20,139.643684451,153.170720719,72.1444169863,810.122408195,55.380283065,72.1444169863,72.1444169863,686.037450187,22.5657487558,627.01683818
1975,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,23,275.631275938,258.244483203,86.5057854097,663.876491717,40.3894961127,86.5057854097,86.5057854097,501.058568168,37.4393811066,73.5372450811
1996,0,,,,,,,,,,,25,424.034060308,55.5884908745,0.35333672404,2321.41593796,247.684181015,0.35333672404,0.35333672404,115.747046203,387.061329111,355.929328864,0,,,,,,,,,,,0,,,,,,,,,,,32,111.854809426,2103.59409857,40.3119514306,287.861298982,32.9553415831,40.3119514306,40.3119514306,164.969196864,184.7348135,604.989971291,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,28,584.408944674,130.136192725,1.00012275053,546.083191146,1.70394585909,1.00012275053,1.00012275053,586.459391464,402.821092373,1928.83582945,34,389.994040505,100.005942354,0.0520384530971,2009.92123717,331.860740536,0.0520384530971,0.0520384530971,542.884732235,103.939973156,622.022309082
1973,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,22,449.657015168,106.234299247,126.56685086,801.649214362,5.17427546651,126.56685086,126.56685086,320.565374703,2.30462450425,238.416846662
2002,0,,,,,,,,,,,27,1289.50865393,143.206470542,0.0520384529074,1208.16831025,1149.13642181,0.0520384529074,0.0520384529074,114.534198703,191.294052982,110.627272044,0,,,,,,,,,,,0,,,,,,,,,,,58,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,28,606.110729591,172.240966457,0.052038452775,62.2635139231,396.915282075,0.052038452775,0.052038452775,980.955666887,973.417306812,1724.85366055,30,343.555022143,100.589794661,9.05224287619,271.416677987,1115.61999229,9.05224287619,9.05224287619,653.041954142,265.909871314,295.697010016
1999,0,,,,,,,,,,,28,135.978792406,16.0639267276,0.05203845125,1.79196764829,0.0520384512929,0.05203845125,0.05203845125,0.0520384512714,0.0520384512964,0.0520384512786,0,,,,,,,,,,,0,,,,,,,,,,,30,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,26,110.520688747,0.0520384518385,0.0520384515154,52.0927769624,0.0520384517538,0.0520384515154,0.0520384515154,12.0042291159,13.5486411156,72.7477024673,25,466.52475017,137.17207792,11.5197713607,2255.2465082,597.9524878,11.5197713607,11.5197713607,592.448706869,174.082752524,147.173786949
2000,0,,,,,,,,,,,27,275.215333815,120.811811934,275.309634873,209.825240756,282.854901262,275.309634873,275.309634873,24.0134934399,11.7349960148,0.543110078093,0,,,,,,,,,,,0,,,,,,,,,,,91,12.5833437473,392.503780596,34.76866752,4.14859108664,5.18290595678,34.76866752,34.76866752,5.07039749994,17.1913418238,9.85270256016,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,30,171.027797201,30.9919521547,276.144456446,14.9409102243,74.6682812541,276.144456446,276.144456446,497.005736735,207.345033855,524.540637083,31,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512
2001,0,,,,,,,,,,,24,1148.43106283,134.435654247,125.843697671,1049.49137375,613.223992296,125.843697671,125.843697671,273.502468877,148.511169274,196.22690355,0,,,,,,,,,,,0,,,,,,,,,,,27,447.371980138,1077.56668387,105.038144076,117.541387103,290.118641976,105.038144076,105.038144076,290.6715043,1050.94271721,612.304148798,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,30,471.679832186,175.254998902,0.0520384530433,329.990145644,62.2749085967,0.0520384530433,0.0520384530433,675.133159915,1211.32193195,1634.80929196,26,125.662688831,278.920853512,56.0428850185,805.350219597,1066.15393573,56.0428850185,56.0428850185,479.617113059,216.496294692,228.152162503
2006,0,,,,,,,,,,,27,1158.62094249,162.976010764,0.948125124489,1057.99660898,2168.15476566,0.948125124489,0.948125124489,173.249974703,410.269905796,134.77817111,0,,,,,,,,,,,0,,,,,,,,,,,130,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0.0520384512,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,36,344.235332991,123.857015146,98.7768389863,15.1271966213,240.796503984,98.7768389863,98.7768389863,591.916570379,1393.21766854,1020.84513545,36,943.883823057,216.149617328,0.0520384527528,222.720905258,2307.63115813,0.0520384527528,0.0520384527528,682.026865739,473.606730413,516.511835897
2007,0,,,,,,,,,,,34,1310.45017256,399.210196138,26.4043594471,1015.1933128,856.016511679,26.4043594471,26.4043594471,285.865923178,233.929944581,93.4353628871,0,,,,,,,,,,,0,,,,,,,,,,,119,63.230054574,603.65806298,6.56477823614,8.17494769686,17.5947642452,6.56477823614,6.56477823614,36.99608887,40.8904562388,10.6934399045,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,45,377.479846751,250.163186513,0.0520384528911,41.3128935641,516.986847905,0.0520384528911,0.0520384528911,1628.28606825,1726.58798287,816.058554418,39,577.623703716,188.087715466,11.0913905749,292.564916062,1289.39038033,11.0913905749,11.0913905749,1378.24289901,325.483707471,121.237506116
2004,0,,,,,,,,,,,25,1119.91106081,146.18775982,25.2017274769,967.840549861,1413.74419215,25.2017274769,25.2017274769,114.873138792,256.081672504,49.2768281492,0,,,,,,,,,,,0,,,,,,,,,,,115,323.856344981,376.805340308,1.39107011043,44.0383448852,154.328053587,1.39107011043,1.39107011043,101.118789792,583.485576023,82.5668985178,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,26,223.771486007,231.976048071,0.0520384527346,56.6541406663,218.101540698,0.0520384527346,0.0520384527346,1571.37909905,966.803738551,1749.33206227,29,385.034645661,144.55569123,2.88750241573,354.960529324,2356.35555674,2.88750241573,2.88750241573,1177.03448861,426.954644583,83.6174935314
