Paper,Type,Name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
4,cite,tal/related/lambda-calculus-schemata-gamma.dat,39.6817138660,91.2861748254,238.3003345403,32.1221471004,325.7093062420,166.7923243826,53.8568219763,2.8902776459,742.7573226952,659.8196326798,35.9380950039,68.1854211388,436.7093852561,400.0871052513,82.6473351815,517.2550618360,53.9779805191,118.5426456191,62.2557847887,71.8161837932
4,cite,tal/related/linear-types-wadler-gamma.dat,84.9138538330,5.8797415579,207.3034602943,13.9973067031,146.1988350700,437.7428596500,85.0180955378,45.5999165028,228.2087259909,897.5345781347,38.3703630991,13.8208275228,281.4719479217,416.0579091840,171.4546476756,209.1049645883,87.2480223979,14.1598855251,6.0661423383,22.4789708144
4,cite,tal/related/necula-osdi-pcc-gamma.dat,14.7381858250,2.2557279901,0.0315527171,1.2303485049,0.0315527171,0.0315527171,1.3768629470,0.0315527171,0.0315527171,4.3864718168,17.0531063217,3.8240481061,6.2555964074,3.2713036746,12.0633891919,0.0315527171,2.8951091787,0.0315527171,7.1093626059,10.9506727520
4,cite,tal/related/partitioning-dataflow-analysis-with-types-gamma.dat,0.0315527171,0.0315527171,0.0315527171,0.0315527171,0.0315527171,0.0315527171,0.0315527171,0.0315527171,0.0315527171,11.0315527171,0.0315527171,0.0315527171,0.0315527171,0.0315527171,0.0315527171,0.0315527171,0.0315527171,0.0315527171,0.0315527171,0.0315527171
4,cite,tal/related/pcc-gamma.dat,110.9699305832,0.0315527171,3.9204170211,35.2823011637,20.1557502234,5.9949774861,84.7686965385,11.3581493404,69.2063251763,106.7982576861,29.9220926908,3.2349772571,12.9950287668,1.5239831137,55.6291740291,39.3994221909,77.2311875066,41.5660416565,10.8823025667,85.7604866277
4,cite,tal/related/polymorphic-memory-management-gamma.dat,181.1196310179,48.7730846856,42.9131562632,46.3050942972,883.7345276943,37.2569171114,965.6587926255,41.8879438178,296.3854537301,1403.5010277368,90.6968128342,125.6926165109,340.7253094460,621.3003682637,94.1398217835,555.3410206740,197.0934881649,225.7189045169,61.4755966093,389.9114865584
4,cite,tal/related/regions-popl96-gamma.dat,293.3157011433,37.7990732239,162.3495882802,94.6311193600,277.8608725471,105.6098321480,279.8156456974,19.3816398455,302.6443672049,852.9917838292,0.0315527171,40.7524972552,377.9375257216,1013.0778065230,54.9658046015,430.7948970827,29.6378411918,4.1187240298,23.7966422004,99.1181397390
4,cite,tal/related/simple-imperative-polymorphism-gamma.dat,104.7152674285,19.7902883339,147.6774303022,0.0315527171,159.1363939261,25.6585395856,51.1959635119,5.3069064548,51.5353461451,1103.0886152087,3.7280118537,24.7723108529,137.4390272695,264.2486438054,48.7475821596,215.5401050559,28.0095103572,27.0764300630,5.2739481942,58.6591811166
4,cite,tal/related/software-fault-isolation-gamma.dat,478.5368684139,379.3959056862,8.4310208243,844.8362547119,75.1598194151,54.0398521388,442.6480447487,340.4093922466,89.8302075430,35.2681229824,110.9376149631,173.4227522534,242.9457299368,828.2809515175,126.3338202049,10.6469823502,154.2484622177,122.3150081904,197.4937651336,240.4504788631
4,cite,tal/related/state-in-haskell-gamma.dat,178.0197755453,19.8350709543,1525.8175964927,78.7634990483,768.0536583395,522.5233187511,163.9588913390,71.7002118272,284.6425413318,1152.0634593242,198.7137856158,110.8886079314,576.5284256252,1101.0458595334,166.5890948897,301.2190203948,342.1406896036,130.6543059334,35.8577047539,235.6155371070
4,cite,tal/related/taste-of-linear-logic-gamma.dat,104.7615315353,30.9587540777,82.7982374649,9.8696297584,175.1789289526,193.4268876352,21.7858708378,5.2420563224,127.0811332140,824.4100075667,50.6426167977,14.8682136287,255.8212195218,338.8995562908,60.3606854868,1041.1125166900,161.5965625419,147.1641818120,9.6439254556,79.0085387515
4,cite,tal/related/til-ml-compiler-gamma.dat,229.3872791000,20.4574382638,8.0416599234,45.7572085366,18.9724208721,9.3484890416,190.0239409395,8.8383841247,19.4251423688,286.0663651906,25.0887172663,6.0342282312,67.9456792297,141.4016558655,6.6287869989,25.8485285586,5.4484518215,56.4114039638,28.0029785125,72.5022955327
4,cite,tal/related/til-type-directed-compiler-gamma.dat,241.2811702265,11.2912864667,39.5494233498,14.2230029746,15.9206193739,7.5285998261,54.1892773518,19.1659006920,6.6994345927,284.6868910945,11.6797628084,24.1632124166,54.3285004063,103.5010218287,24.6999802442,17.9545163234,53.9674148690,51.8931550809,10.2064027447,94.7014816710
4,cite,tal/related/tolmach-tag-free-gc-gamma.dat,303.9859504606,10.9158558109,159.1487892513,118.0794023616,116.1957020100,54.9192602686,379.1555291857,28.0916382384,264.6385740241,1194.5282244505,38.4866152961,73.9562135313,313.0171991009,416.8899922464,40.3867467775,86.8442166118,92.7601044436,36.0832760205,37.1607233070,81.3870409451
4,cite,tal/related/type-inference-references-gamma.dat,87.3921088332,8.4405842199,79.6106731015,36.9457008232,768.9460597102,89.2715988578,14.8342321765,8.9349497969,125.0026722376,1783.9822189877,18.6707993855,104.3223633957,266.5607506645,497.4213547380,62.9918232501,467.0839964592,55.2039261720,38.5979334029,49.9385398219,560.4787683073
4,cite,tal/related/typed-closure-gamma.dat,420.1713433998,29.2464969364,55.7446430346,14.9363398389,193.1142936097,3.3885868262,127.3247348072,41.8896590703,245.1516181302,1647.6507463695,39.7892571996,25.8803314023,271.7190322185,363.1552982764,63.8052499723,246.7275498272,58.4211163088,79.6315806409,49.6698888227,239.2132876503
4,cite,tal/related/unboxed-polymorphism-gamma.dat,260.9067441021,6.9953137733,370.4783168236,175.1779625295,0.0315527171,115.7340876963,163.4088868082,11.5871891709,169.3762638377,1285.2408873045,5.8843828997,92.5397244477,352.0862354555,352.5168960330,25.4469079552,145.4425963196,22.2753531292,75.3733413327,2.3901350792,68.7382769265
4,cite,tal/related/wells-typed-transformations-gamma.dat,274.7387494138,21.9310560398,147.1214005869,110.3118255704,0.0315527171,46.7189227574,82.0719006360,112.9571577266,686.3181791444,1256.4520996156,65.6312659037,15.6293248792,251.8618194895,440.8063832777,43.2260562416,96.1747206226,131.6542263294,136.6982084093,52.5745369171,113.7216680638
4,cite,tal/related/zhong-shao-flint-gamma.dat,288.7693629155,17.5672181169,286.7770142929,17.3346994296,39.7955611406,0.0315527171,54.6561871435,45.0543207725,79.1283832108,871.6905397969,25.7407175087,16.2116581419,133.3781838595,190.6807302046,56.0757528476,41.1304575222,14.5863001442,18.8096783179,4.5399672959,125.6727689629
